case_id,sample_id,source_seed,initial_noise_sha256,baseline_sample_sha256,guided_sample_sha256,baseline_condition_violations,guided_condition_violations
fullgeo_case01,0,9301000,4264a2790c9b34136905ad31038e8f1f38d741ac3a91e1aa02e36801e4251371,3c3f0f4c226d5b6ae58665f2c677b71d5a07a2abd395c30c007db3a43fcc15ca,f8ff97477c73d9bb032e1644ef6a40a911728ce2c808ede10a408082821ff931,0,0
fullgeo_case01,1,9301001,20b5a2f01456446706846c2083854baa3267598ffbc8c2ad226d7c438440979a,129b7654d74000ddb9b00dfe753796d33caf1468ff76007952d9a72cd2f78a8e,fa284f9b7c5aae086d1382311130e180576987c5c6019940386f6d7edca9a652,0,0
fullgeo_case01,2,9301002,5e3c888815cf65e75d8ba6cfd2bbeaceda46a9e61195a6bd2b705236edc32ca2,6f119ee5dc6c9955c4eee730a4e766dc0c153dfdf2cf24127212611187df6861,2cfd94f0652a3fb6db3e1e6d674d41c123e6a3cf8bbfa20d239c07b7689fba72,0,0
fullgeo_case01,3,9301003,ded5c10b9acbf3ff0cb03d2289ba1a15ad6844dfe5b4eeb972a6f3d7dbd93ffe,b72eb299cf468e18fb90c964ea39559696e4c3f9d997ec47e59b977b7efe76ed,3706a3738ac0ab72f82571e36be1a78ea2fd9495364fada824adb86be63c2194,0,0
