iteration,seismic_mse,seismic_rmse,gradient_norm,q_min,q_mean,q_max
0,0.0008815953624434769,0.029691671952605247,0.00035299253067933023,0.06815585494041443,0.45978206396102905,0.8967093825340271
10,0.0007484501111321151,0.027357816696166992,6.851191574241966e-05,0.16183169186115265,0.4782813489437103,0.8988600969314575
20,0.0007186233997344971,0.02680715173482895,5.318399053066969e-05,0.14306853711605072,0.49746450781822205,0.8264550566673279
30,0.0007107729325070977,0.02666032500565052,1.6853504348546267e-05,0.14390820264816284,0.5034562349319458,0.8225256204605103
40,0.0007069693529047072,0.026588894426822662,6.1880946304881945e-06,0.16349923610687256,0.5046668648719788,0.829708456993103
50,0.0007060150965116918,0.026570944115519524,6.138512162578991e-06,0.16136246919631958,0.5047082901000977,0.8207986950874329
60,0.0007054621237330139,0.02656053751707077,2.88088085653726e-06,0.1636328399181366,0.5043847560882568,0.812925398349762
70,0.0007052497821860015,0.02655653841793537,2.99264092973317e-06,0.16274665296077728,0.5044004917144775,0.8107104301452637
80,0.0007051004795357585,0.026553727686405182,1.4794260323469643e-06,0.16438913345336914,0.5050863027572632,0.8144019246101379
90,0.0007050473941490054,0.026552729308605194,1.6905950133150327e-06,0.16461561620235443,0.5055608749389648,0.8176782131195068
100,0.0007049995474517345,0.026551827788352966,1.3315236628841376e-06,0.16427594423294067,0.5058848857879639,0.818821132183075
110,0.0007049788837321103,0.026551438495516777,1.1988406640739413e-06,0.16501514613628387,0.5058546662330627,0.8178785443305969
120,0.0007049510604701936,0.026550915092229843,7.801872357049433e-07,0.1649438440799713,0.5058079957962036,0.8169203400611877
130,0.0007049501873552799,0.0265508983284235,1.6698166973583284e-06,0.16496999561786652,0.5056406259536743,0.8165337443351746
140,0.000704936683177948,0.026550643146038055,9.843444104262744e-07,0.165024533867836,0.5056535005569458,0.8164271712303162
150,0.0007049397681839764,0.02655070275068283,1.0934312513199984e-06,0.16501794755458832,0.5057358741760254,0.816544771194458
160,0.0007049273699522018,0.026550468057394028,8.663523090035596e-07,0.16502125561237335,0.5056231021881104,0.8166014552116394
170,0.0007049408159218729,0.026550721377134323,1.7318556047030143e-06,0.1650409996509552,0.5055547952651978,0.816644549369812
180,0.0007049277774058282,0.026550475507974625,9.144380328507395e-07,0.16504263877868652,0.5055658221244812,0.8162850737571716
190,0.0007049370324239135,0.026550650596618652,1.134093508881051e-06,0.16504274308681488,0.5055856108665466,0.816131055355072
200,0.0007049217238090932,0.02655036188662052,7.905141501396429e-07,0.16504700481891632,0.5054613947868347,0.8162581920623779
210,0.000704938021954149,0.026550669223070145,1.7560229252922e-06,0.16504618525505066,0.5053208470344543,0.8163501620292664
220,0.000704923935700208,0.026550402864813805,9.510130212220247e-07,0.16504564881324768,0.5053398609161377,0.8160033226013184
230,0.0007049318519420922,0.026550551876425743,1.1623703812801978e-06,0.16504691541194916,0.505300760269165,0.8158665895462036
240,0.0007049125269986689,0.026550188660621643,8.138521252476494e-07,0.16504710912704468,0.5050826668739319,0.8159822821617126
250,0.0007049291161820292,0.026550501585006714,1.8086725503962953e-06,0.1650470346212387,0.5049108862876892,0.816138744354248
260,0.0007049152045510709,0.026550238952040672,9.839723134064116e-07,0.16504709422588348,0.5050373077392578,0.8157531023025513
270,0.0007049261475913227,0.026550445705652237,1.1717939969457802e-06,0.16504709422588348,0.5050539970397949,0.8157738447189331
280,0.0007049096166156232,0.026550134643912315,8.252084171544993e-07,0.16504722833633423,0.504971981048584,0.8157718181610107
290,0.0007049310370348394,0.02655053697526455,1.8487653505872004e-06,0.16504722833633423,0.5049089193344116,0.815960168838501
299,0.0007049167179502547,0.02655026689171791,1.4745071439392632e-06,0.16504719853401184,0.5049137473106384,0.8157396912574768
