member_id,candidate_index,source_seed,prior_seismic_rmse,inverted_seismic_rmse,delta_seismic_rmse,condition_violations,underground_air_voxels_replaced,neutral_category,neutral_raw_label,normal_diagonal_mean,prior_lambda,smoothness_lambda,correction_abs_max_time,correction_rms_time,correction_abs_max_depth,correction_rms_depth_subsurface
0,100,9301100,0.052108410745859146,0.0409746989607811,-0.011133711785078049,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.129654049873352,0.09365580976009369,1.0476528406143188,0.11621842533349991
1,101,9301101,0.05788347125053406,0.04311873018741608,-0.014764741063117981,0,3,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2250771522521973,0.10291498154401779,1.1564033031463623,0.13027456402778625
2,102,9301102,0.05450257286429405,0.04192609339952469,-0.012576479464769363,0,5,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.0520216226577759,0.09709412604570389,0.9384954571723938,0.12050074338912964
3,103,9301103,0.05077306926250458,0.04023069888353348,-0.0105423703789711,0,0,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1061841249465942,0.08999302238225937,0.9454137682914734,0.10946833342313766
4,104,9301104,0.054173655807971954,0.041433997452259064,-0.01273965835571289,0,3,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1191537380218506,0.09630348533391953,0.9276494383811951,0.11983737349510193
5,105,9301105,0.056754570454359055,0.04253022372722626,-0.014224346727132797,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2460243701934814,0.10238979756832123,1.1196517944335938,0.13033366203308105
6,106,9301106,0.05574653670191765,0.04194480925798416,-0.013801727443933487,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.167940616607666,0.09893936663866043,1.103986144065857,0.12467031180858612
7,107,9301107,0.05805260315537453,0.043197616934776306,-0.01485498622059822,0,2,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1968166828155518,0.10359348356723785,1.0808557271957397,0.13133937120437622
8,108,9301108,0.053763557225465775,0.041651401668787,-0.012112155556678772,0,2,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.226165533065796,0.09583774954080582,0.9552324414253235,0.11894800513982773
9,109,9301109,0.052342209964990616,0.04077139496803284,-0.011570814996957779,0,2,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.0730763673782349,0.09353287518024445,0.9721653461456299,0.11557696014642715
10,110,9301110,0.05156322941184044,0.040115829557180405,-0.011447399854660034,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2240581512451172,0.09108784794807434,0.9762665033340454,0.11211669445037842
11,111,9301111,0.05482104420661926,0.04194342717528343,-0.01287761703133583,0,2,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1657789945602417,0.09703439474105835,0.9406511783599854,0.12051445245742798
