sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall,candidate_id,seed,local_sample_id
9,9,True,8968,2837,-6131,0.6836529884032114,0.015047291487532245,0.06168487839266831,0.019513826940231935,seed242_sample1,242,1
9,10,False,0,184,184,nan,0.0,0.0,nan,seed242_sample1,242,1
9,11,False,0,9,9,nan,0.0,0.0,nan,seed242_sample1,242,1
9,12,False,0,0,0,nan,nan,nan,nan,seed242_sample1,242,1
9,13,True,15,0,-15,1.0,0.0,nan,0.0,seed242_sample1,242,1
10,0,False,0,2,2,nan,0.0,0.0,nan,seed242_sample2,242,2
10,1,True,45273,32317,-12956,0.28617498288162924,0.43395738232087083,0.726583531887242,0.5186535020873368,seed242_sample2,242,2
10,2,True,24520,21702,-2818,0.11492659053833605,0.6957845691015152,0.8738825914662243,0.7734502446982056,seed242_sample2,242,2
10,3,True,14533,8213,-6320,0.43487235945778574,0.21318470318416982,0.48666747838792157,0.27502924378999516,seed242_sample2,242,2
10,4,True,73801,97572,23771,0.3220959065595317,0.5257975195206425,0.6052556061165089,0.8002059592688446,seed242_sample2,242,2
10,5,True,18902,28789,9887,0.5230663421860121,0.30097113863276775,0.3832366528882559,0.5836948471061263,seed242_sample2,242,2
10,6,True,11543,16,-11527,0.9986138785411072,0.0011259310583751948,0.8125,0.0011262236853504287,seed242_sample2,242,2
10,7,False,0,3,3,nan,0.0,0.0,nan,seed242_sample2,242,2
10,8,False,0,0,0,nan,nan,nan,nan,seed242_sample2,242,2
10,9,True,8968,8405,-563,0.06277876895628903,0.03122217605508399,0.06258179654967282,0.05865298840321142,seed242_sample2,242,2
10,10,False,0,211,211,nan,0.0,0.0,nan,seed242_sample2,242,2
10,11,False,0,324,324,nan,0.0,0.0,nan,seed242_sample2,242,2
10,12,False,0,0,0,nan,nan,nan,nan,seed242_sample2,242,2
10,13,True,15,0,-15,1.0,0.0,nan,0.0,seed242_sample2,242,2
11,0,False,0,7,7,nan,0.0,0.0,nan,seed242_sample3,242,3
11,1,True,45273,31605,-13668,0.30190179577231463,0.4197754303021349,0.7191900015820282,0.50206524860292,seed242_sample3,242,3
