step,tau,total_loss,seismic_loss,seismic_rmse_amplitude,tv_loss,gradient_norm,target_voxels,condition_violations
0,1.0,164.66836547851562,164.6680145263672,0.128323033452034,0.035476136952638626,4.449865818023682,95552,0
1,0.9997035239602382,159.8955841064453,159.89517211914062,0.12644965946674347,0.04156164452433586,4.593129634857178,95225,0
2,0.9988145646305109,135.79298400878906,135.79251098632812,0.11653004586696625,0.047758374363183975,4.045997619628906,95189,0
3,0.99733452763824,112.69535827636719,112.69482421875,0.1061578169465065,0.05311860144138336,3.4808473587036133,95687,0
4,0.995265753226125,100.84262084960938,100.842041015625,0.10042013227939606,0.05775747448205948,3.1955463886260986,96158,0
5,0.9926115125517385,93.07860565185547,93.07798767089844,0.09647693485021591,0.061918359249830246,2.909144401550293,97016,0
6,0.9893760025151538,87.08134460449219,87.0806884765625,0.09331703186035156,0.06577840447425842,2.6272106170654297,97985,0
7,0.9855643391227826,83.2293472290039,83.22865295410156,0.09122973680496216,0.06939420104026794,2.547248125076294,99002,0
8,0.9811825493979185,79.22422790527344,79.22349548339844,0.08900757879018784,0.07286630570888519,2.3386991024017334,100024,0
9,0.9762375618507729,75.99620056152344,75.99543762207031,0.08717536181211472,0.07627064734697342,2.2452476024627686,100847,0
10,0.9707371955230775,73.03163146972656,73.03083801269531,0.08545808494091034,0.07964368909597397,2.039766550064087,101431,0
11,0.9646901476245713,71.25563049316406,71.25479888916016,0.08441255986690521,0.08298599720001221,1.9911540746688843,101883,0
12,0.9581059797809245,69.00861358642578,69.00775146484375,0.08307090401649475,0.08631298691034317,1.9228734970092773,102165,0
13,0.9509951029148435,67.09259033203125,67.0916976928711,0.08190952241420746,0.08963806927204132,1.828984260559082,102291,0
14,0.9433687607842615,65.13114166259766,65.13021087646484,0.08070328831672668,0.09292466193437576,1.7442352771759033,102551,0
15,0.9352390122036465,63.96000671386719,63.95904541015625,0.07997439801692963,0.09616751223802567,1.6680282354354858,102692,0
16,0.9266187119765368,62.55868148803711,62.55768966674805,0.07909341901540756,0.0993625819683075,1.5853880643844604,102853,0
