observation,metric,subset,fraction,count,mean,full_mean,enrichment
correct,label9_iou,full,1.0,4,0.052299595212189263,0.052299595212189263,0.0
correct,label9_iou,top_10pct,0.1,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
correct,label9_iou,top_5pct,0.05,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
correct,label9_iou,top_1pct,0.01,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
correct,label9_recall,full,1.0,4,0.4434744652989961,0.4434744652989961,0.0
correct,label9_recall,top_10pct,0.1,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
correct,label9_recall,top_5pct,0.05,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
correct,label9_recall,top_1pct,0.01,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
correct,major_component_mean_recall,full,1.0,4,0.35630578602571267,0.35630578602571267,0.0
correct,major_component_mean_recall,top_10pct,0.1,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
correct,major_component_mean_recall,top_5pct,0.05,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
correct,major_component_mean_recall,top_1pct,0.01,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
zero,label9_iou,full,1.0,4,0.052299595212189263,0.052299595212189263,0.0
zero,label9_iou,top_10pct,0.1,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
zero,label9_iou,top_5pct,0.05,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
zero,label9_iou,top_1pct,0.01,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
zero,label9_recall,full,1.0,4,0.4434744652989961,0.4434744652989961,0.0
zero,label9_recall,top_10pct,0.1,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
zero,label9_recall,top_5pct,0.05,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
zero,label9_recall,top_1pct,0.01,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
zero,major_component_mean_recall,full,1.0,4,0.35630578602571267,0.35630578602571267,0.0
zero,major_component_mean_recall,top_10pct,0.1,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
zero,major_component_mean_recall,top_5pct,0.05,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
zero,major_component_mean_recall,top_1pct,0.01,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
shuffled_xy,label9_iou,full,1.0,4,0.052299595212189263,0.052299595212189263,0.0
shuffled_xy,label9_iou,top_10pct,0.1,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
shuffled_xy,label9_iou,top_5pct,0.05,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
shuffled_xy,label9_iou,top_1pct,0.01,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
shuffled_xy,label9_recall,full,1.0,4,0.4434744652989961,0.4434744652989961,0.0
shuffled_xy,label9_recall,top_10pct,0.1,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
shuffled_xy,label9_recall,top_5pct,0.05,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
shuffled_xy,label9_recall,top_1pct,0.01,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
shuffled_xy,major_component_mean_recall,full,1.0,4,0.35630578602571267,0.35630578602571267,0.0
shuffled_xy,major_component_mean_recall,top_10pct,0.1,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
shuffled_xy,major_component_mean_recall,top_5pct,0.05,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
shuffled_xy,major_component_mean_recall,top_1pct,0.01,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
wrong_case,label9_iou,full,1.0,4,0.052299595212189263,0.052299595212189263,0.0
wrong_case,label9_iou,top_10pct,0.1,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
wrong_case,label9_iou,top_5pct,0.05,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
wrong_case,label9_iou,top_1pct,0.01,1,0.05565616322588434,0.052299595212189263,0.003356568013695077
wrong_case,label9_recall,full,1.0,4,0.4434744652989961,0.4434744652989961,0.0
wrong_case,label9_recall,top_10pct,0.1,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
wrong_case,label9_recall,top_5pct,0.05,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
wrong_case,label9_recall,top_1pct,0.01,1,0.4024443474465299,0.4434744652989961,-0.041030117852466186
wrong_case,major_component_mean_recall,full,1.0,4,0.35630578602571267,0.35630578602571267,0.0
wrong_case,major_component_mean_recall,top_10pct,0.1,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
wrong_case,major_component_mean_recall,top_5pct,0.05,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
wrong_case,major_component_mean_recall,top_1pct,0.01,1,0.32545597124556924,0.35630578602571267,-0.030849814780143425
