candidate_id,candidate_index,source_seed,source_noise_sha256,hard_model_sha256,predicted_observation_sha256,condition_violations,global_accuracy,truth_present_mean_iou,label9_iou,label9_precision,label9_recall,label9_truth_voxels,label9_predicted_voxels,label9_absolute_volume_error_fraction,label9_centroid_distance_voxels,major_component_min_recall,major_component_mean_recall,body_recall,body_precision,matched_body_count,matched_body_center_error_mean,matched_body_relative_size_error_mean,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,retrospective_only,used_for_ranking,support_pass,support_conditions_exact,support_label9_iou,support_label9_precision,support_label9_recall,support_major_component_min_recall,support_major_component_mean_recall
candidate_000000,0,9821000,3c6567f635f6cda00bef661909696177b67f90efe1d8f0313e3d9557b566482e,8887813c8082b314a1c28f4559e984e22a7a01615d4afac6454a6488c98ae613,b19ac62941ad8bf974d8f65e61602089bf3addf3b1220be629144249794d22b3,0,0.9015998840332031,0.471029669046402,0.05496501018690761,0.05764585655890004,0.5416848537756438,2291,21528,8.396769969445657,5.164246559143066,0.0,0.4376044080828704,0.2,0.16666666666666666,1,17.517683243190586,35.12277580071174,90,0.004180602006688963,0.9867614269788183,0.9912207357859532,19,15,6,3,20328,739,123,53,43,20,17,16,True,False,False,True,False,False,True,False,True
candidate_000001,1,9821001,40cfde11b343745b29ef9bc92dd67e99ec39c261c34bf8ef2b37585cc0e97807,c55f87305396a70e281662e16f5bf0452f53e40cb767d6a103645ec05a4b583d,d1ede534d2f74cc4b82792b3c89a28bc0f66271ab6788ee8a7f92b6c72bc417a,0,0.9322013854980469,0.4861762523651123,0.050088652482269506,0.05534564791491744,0.34526407682234833,2291,14292,5.238323876036665,7.099820613861084,0.0,0.2636328068101366,0.6,0.375,3,14.250776947905885,11.545708610876426,49,0.0034284914637559474,0.9678841309823678,0.9882451721242653,18,16,8,5,8503,3791,1026,513,157,84,30,20,True,False,False,True,False,False,True,False,False
candidate_000002,2,9821002,9bd85d9c6f036afc42ce61a9c5af8c936438e44bedccf113f1cc81b433696fa3,6449e51afdb214762a95a1562dc294a23c758d4a54fb08f19a2a343592efcc75,974f2a52af50d86e9e41c715947ea19d1c845c10e57bce2baba05d1628028563,0,0.8879547119140625,0.4604306221008301,0.04848855495369561,0.05112615724747824,0.4845045831514622,2291,21711,8.47664775207333,10.317797660827637,0.03132530120481928,0.3985299579642742,0.4,0.5,2,16.88464522657843,19.96499075293524,82,0.00377688729215605,0.9910644373819723,0.9938740730505273,16,8,4,3,20711,681,105,20,19,18,13,11,True,False,False,True,False,False,True,False,False
candidate_000003,3,9821003,b087523c37c8ed1024e5818e745c7a723d84a1601eaa2e9e7dadc51e252938af,42264bbe364f60110d2e6141168865eed1840c431491ba6186a453a06b3b6e05,b92c3b2d9c2611035a502cb638113590dfaf4dae270d38c56bf307e70b84d467,0,0.934295654296875,0.4901311993598938,0.05565616322588434,0.060669869053102586,0.4024443474465299,2291,15197,5.633347883020515,10.74660873413086,0.0,0.32545597124556924,0.2,0.14285714285714285,1,14.668749665719742,18.866141732283463,56,0.0036849378166743437,0.9844048167401461,0.9905902480752781,18,12,7,4,10119,4471,238,132,38,20,20,16,True,False,False,True,False,False,True,False,False
