N,support_passing_candidate_count,support_pass,retrospective_oracle_only,deployable_selector,best_global_accuracy,best_global_accuracy_candidate_id,best_truth_present_mean_iou,best_truth_present_mean_iou_candidate_id,best_label9_iou,best_label9_iou_candidate_id,best_label9_precision,best_label9_precision_candidate_id,best_label9_recall,best_label9_recall_candidate_id,best_major_component_min_recall,best_major_component_min_recall_candidate_id,best_major_component_mean_recall,best_major_component_mean_recall_candidate_id
1,0,False,True,False,0.9015998840332031,candidate_000000,0.471029669046402,candidate_000000,0.05496501018690761,candidate_000000,0.05764585655890004,candidate_000000,0.5416848537756438,candidate_000000,0.0,candidate_000000,0.4376044080828704,candidate_000000
4,0,False,True,False,0.934295654296875,candidate_000003,0.4901311993598938,candidate_000003,0.05565616322588434,candidate_000003,0.060669869053102586,candidate_000003,0.5416848537756438,candidate_000000,0.03132530120481928,candidate_000002,0.4376044080828704,candidate_000000
