level,control,step,temperature,soft_loss,hard_loss,soft_baseline_loss,hard_baseline_loss,truth_loss,soft_attainment,hard_attainment,soft_distance_to_baseline,soft_distance_to_truth,soft_distance_baseline_to_truth,soft_closer_to,soft_truth_direction_fraction,soft_orthogonal_response_fraction,hard_distance_to_baseline,hard_distance_to_truth,hard_distance_baseline_to_truth,hard_closer_to,hard_truth_direction_fraction,hard_orthogonal_response_fraction,raw_gradient_norm,gradient_norm_before_clip,actual_update_norm,cosine_negative_gradient_oracle_state_direction,directional_derivative_along_oracle,pre_projection_soft_loss,post_projection_soft_loss,pre_projection_hard_loss,post_projection_hard_loss,condition_projection_change_norm,projection_erasure_fraction,hard_label_flip_count,gradient_hidden_energy_fraction,gradient_fixed_drilled_energy_fraction,gradient_condition_energy_fraction,gradient_unconstrained_background_energy_fraction,gradient_outside_all_target_rois_energy_fraction,applied_update_hidden_energy_fraction,applied_update_fixed_drilled_energy_fraction,applied_update_condition_energy_fraction,applied_update_unconstrained_background_energy_fraction,applied_update_outside_all_target_rois_energy_fraction,hard_crossing_count,hard_crossing_rate,crossing_into_target,crossing_out_of_target,crossing_into_wrong_class,similarity_margin_mean,entropy_mean,target_probability_change_mean,margin_near_voxel_count,margin_near_target_probability_change_mean,margin_near_crossing_rate,margin_medium_voxel_count,margin_medium_target_probability_change_mean,margin_medium_crossing_rate,margin_high_voxel_count,margin_high_target_probability_change_mean,margin_high_crossing_rate,hard_flip_into_raw_label_-1,hard_flip_into_raw_label_0,hard_flip_into_raw_label_1,hard_flip_into_raw_label_2,hard_flip_into_raw_label_3,hard_flip_into_raw_label_4,hard_flip_into_raw_label_5,hard_flip_into_raw_label_6,hard_flip_into_raw_label_7,hard_flip_into_raw_label_8,hard_flip_into_raw_label_9,hard_flip_into_raw_label_10,hard_flip_into_raw_label_11,hard_flip_into_raw_label_12,hard_flip_into_raw_label_13
gravity,shuffled_xy,1,0.5,238.26364135742188,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.02430433577929389,0.0,12.394166087718906,981.4766757219883,993.4120419840026,baseline,0.012020172861269421,0.0033429027511633585,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.2603759765625,0.2603760063648224,30.106882095336914,-0.03233329951763153,0.4409126937389374,238.26364135742188,238.26364135742188,24.564926147460938,24.564926147460938,0.0,0.0,0,0.00900291139976689,0.0,0.0,0.990997088600233,0.990997088600233,0.007905620710271255,0.0,0.0,0.9920943792897287,0.9920943792897287,0,0.0,0,0,0,1.0714287757873535,2.303640365600586,-0.0019772460218518972,0,nan,nan,0,nan,nan,161920,-0.0019772460218518972,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,2,0.5,234.45205688476562,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.04159882268214509,0.0,21.32105464264783,972.887280732883,993.4120419840026,baseline,0.02067775670586033,0.005750397103310191,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.20371703803539276,0.20371705293655396,28.225208282470703,-0.3802623748779297,4.7139482498168945,234.45205688476562,234.45205688476562,24.564926147460938,24.564926147460938,0.0,0.0,0,0.008977397225288104,0.0,0.0,0.9910226027747119,0.9910226027747119,0.007903292191532933,0.0,0.0,0.992096707808467,0.992096707808467,0,0.0,0,0,0,1.0506887435913086,2.3065576553344727,-0.0015793611528351903,0,nan,nan,0,nan,nan,161920,-0.0015793611528351903,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,3,0.5,231.94692993164062,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.052965456582457736,0.0,27.238302323667405,967.1970746923269,993.4120419840026,baseline,0.026416529961221378,0.007346091352863959,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.1581767350435257,0.1581767499446869,25.75067901611328,-0.506662905216217,6.214653015136719,231.94692993164062,231.94692993164062,24.564926147460938,24.564926147460938,0.0,0.0,0,0.008959881711520599,0.0,0.0,0.9910401182884793,0.9910401182884793,0.007902326477998085,0.0,0.0,0.992097673522002,0.992097673522002,0,0.0,0,0,0,1.02252197265625,2.3139126300811768,-0.0013871510745957494,0,nan,nan,0,nan,nan,161920,-0.0013871510745957494,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,4,0.5,230.3888702392578,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.06003491631425181,0.0,30.93905252307077,963.6396897691995,993.4120419840026,baseline,0.030005679243672954,0.008343994125735377,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.12187046557664871,0.12187046557664871,22.979713439941406,-0.4781530797481537,5.633758068084717,230.3888702392578,230.3888702392578,24.564926147460938,24.564926147460938,0.0,0.0,0,0.008949233662419202,0.0,0.0,0.9910507663375808,0.9910507663375808,0.007901642192875988,0.0,0.0,0.9920983578071237,0.9920983578071237,0,0.0,0,0,0,0.9902501702308655,2.324415445327759,-0.0012911410303786397,0,nan,nan,0,nan,nan,161920,-0.0012911410303786397,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,5,0.5,229.48660278320312,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.06412881815836659,0.0,33.089433314933686,961.5731162495447,993.4120419840026,baseline,0.03209120718567138,0.008923860850304579,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.09404615312814713,0.09404615312814713,20.51575469970703,-0.35538530349731445,3.8412885665893555,229.48660278320312,229.48660278320312,24.564926147460938,24.564926147460938,0.0,0.0,0,0.008944623288077182,0.0,0.0,0.9910553767119228,0.9910553767119228,0.007900295790212087,0.0,0.0,0.9920997042097881,0.9920997042097881,0,0.0,0,0,0,0.9563754200935364,2.33636474609375,-0.0012309978483244777,0,nan,nan,0,nan,nan,161920,-0.0012309978483244777,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,6,0.5,229.05685424804688,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.06607873700867604,0.0,34.115670782802326,960.5870476926012,993.4120419840026,baseline,0.03308645230442891,0.009200745737781508,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.0740533322095871,0.0740533322095871,18.32208251953125,-0.1519932597875595,1.4762917757034302,229.05685424804688,229.05685424804688,24.564926147460938,24.564926147460938,0.0,0.0,0,0.008944376669412014,0.0,0.0,0.9910556233305883,0.9910556233305883,0.007899828343159507,0.0,0.0,0.9921001716568405,0.9921001716568405,0,0.0,0,0,0,0.9225741028785706,2.348454713821411,-0.0011509314645081758,0,nan,nan,0,nan,nan,161920,-0.0011509314645081758,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,7,0.5,228.94659423828125,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.06657902509319302,0.0,34.37922734953541,960.3338707064917,993.4120419840026,baseline,0.03334200092491288,0.009272029408672468,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.06262757629156113,0.06262757629156113,15.894445419311523,0.11770044267177582,-1.0697451829910278,228.94659423828125,228.94659423828125,24.564926147460938,24.564926147460938,0.0,0.0,0,0.00894363086015113,0.0,0.0,0.991056369139849,0.991056369139849,0.007901897909186592,0.0,0.0,0.9920981020908135,0.9920981020908135,0,0.0,0,0,0,0.8898754715919495,2.3598392009735107,-0.00103347422555089,0,nan,nan,0,nan,nan,161920,-0.00103347422555089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,8,0.5,228.99508666992188,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.06635899803360336,0.0,34.26338967141943,960.4451987524685,993.4120419840026,baseline,0.0332296312373575,0.009240884698916305,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.05935576930642128,0.05935576930642128,13.329377174377441,0.3733522593975067,-3.472541332244873,228.99508666992188,228.99508666992188,24.564926147460938,24.564926147460938,0.0,nan,0,0.008939768960188697,0.0,0.0,0.9910602310398113,0.9910602310398113,0.00790426174918787,0.0,0.0,0.9920957382508121,0.9920957382508121,0,0.0,0,0,0,0.8594352006912231,2.369809865951538,-0.0008760544587858021,0,nan,nan,0,nan,nan,161920,-0.0008760544587858021,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,9,0.5,229.07376098632812,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.0660020252459242,0.0,34.0753891036851,960.6258283420301,993.4120419840026,baseline,0.033047311926121564,0.009190147942315662,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.060461558401584625,0.060461562126874924,11.303503036499023,0.5407941937446594,-5.4205217361450195,229.07376098632812,229.07376098632812,24.564926147460938,24.564926147460938,0.0,nan,0,0.008937511748608379,0.0,0.0,0.9910624882513916,0.9910624882513916,0.007902355028410019,0.0,0.0,0.9920976449715899,0.9920976449715899,0,0.0,0,0,0,0.8324537873268127,2.3777546882629395,-0.0006941337487660348,0,nan,nan,0,nan,nan,161920,-0.0006941337487660348,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,shuffled_xy,10,0.5,229.12118530273438,24.564926147460938,243.62014770507812,24.564926147460938,23.22711181640625,0.06578684459733872,0.0,33.962089643399686,960.734677133863,993.4120419840026,baseline,0.032937445919500145,0.009159536606819965,0.0,25.991801883141278,25.991801883141278,baseline,0.0,0.0,0.06196903809905052,0.06196903809905052,10.144463539123535,0.6304973363876343,-6.739235877990723,229.12118530273438,229.12118530273438,24.564926147460938,24.564926147460938,0.0,nan,0,0.00893804469913704,0.0,0.0,0.9910619553008629,0.9910619553008629,0.007898616587026135,0.0,0.0,0.9921013834129739,0.9921013834129739,0,0.0,0,0,0,0.8095601797103882,2.3834328651428223,-0.0005115100066177547,0,nan,nan,0,nan,nan,161920,-0.0005115100066177547,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
